taxid,phylum,family,genus_species,gram_status,occupancy
2486020,Bacillota,Lactobacillaceae,Levilactobacillus angrenensis,Gram positive,13.0
859144,Bacillota,Bacillaceae,Cytobacillus gottheilii,Gram positive,14.0
1347902,Bacillota,Bacillaceae,Priestia taiwanensis,Gram positive,14.0
1347369,Bacillota,Bacillaceae,Neobacillus dielmonensis,Gram positive,14.0
291403,Bacteroidota,Cyclobacteriaceae,Algoriphagus yeomjeoni,Gram negative,28.0
1461580,Bacillota,Bacillaceae,Neobacillus jeddahensis,Gram positive,14.0
400634,Bacillota,Bacillaceae,Spe_in_Lysinibacillus,Gram positive,14.0
86665,Bacillota,Bacillaceae,Halalkalibacterium halodurans,Gram positive,13.0
146817,Bacillota,Sporomusaceae,Dendrosporobacter quercicolus,Gram positive,14.0
1147159,Bacillota,Bacillaceae,Ornithinibacillus scapharcae,Gram positive,13.0
2592382,Bacillota,Bacillaceae,Paenalkalicoccus suaedae,Gram positive,13.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,14.0
2785297,Bacillota,Planococcaceae,Savagea serpentis,Gram positive,14.0
2058294,Bacillota,Aerococcaceae,Vaginisenegalia massiliensis,Gram positive,13.0
232270,Bacillota,Alicyclobacillaceae,Effusibacillus pohliae,Gram positive,17.0
84406,Bacillota,Bacillaceae,Spe_in_Virgibacillus,Gram positive,14.0
178340,Bacillota,Bacillaceae,Gracilibacillus dipsosauri,Gram positive,14.0
2282419,Bacillota,Staphylococcaceae,Staphylococcus pseudoxylosus,Gram positive,14.0
417367,Bacillota,Planococcaceae,Paenisporosarcina antarctica,Gram positive,14.0
1759527,Cyanobacteriota,Oscillatoriaceae,Phormidium pseudopriestleyi,Gram negative,15.0
1485585,Bacteroidota,Cyclobacteriaceae,Cecembia rubra,Gram negative,28.0
1940529,Bacillota,Bacillaceae,Lentibacillus sediminis,Gram positive,14.0
2716263,Bacteroidota,Cyclobacteriaceae,Cyclobacterium plantarum,Gram negative,28.0
226505,Bacteroidota,Cyclobacteriaceae,Algoriphagus halophilus,Gram negative,28.0
2661616,Cyanobacteriota,Pseudanabaenaceae,Pseudanabaena cinerea,Gram negative,14.0
2810349,Bacillota,Bacillaceae,Bacillus suaedaesalsae,Gram positive,14.0
2201815,Bacillota,Staphylococcaceae,Staphylococcus caeli,Gram positive,14.0
237679,Bacillota,Bacillaceae,Lentibacillus halodurans,Gram positive,14.0
129337,Bacillota,Bacillaceae,Spe_in_Geobacillus,Gram positive,13.0
400634,Bacillota,Bacillaceae,Spe_in_Lysinibacillus,Gram positive,14.0
244830,Bacillota,Sporomusaceae,Anaerospora hongkongensis,Gram positive,14.0
33932,Bacillota,Bacillaceae,Sutcliffiella cohnii,Gram positive,14.0
1281767,Bacillota,Bacillaceae,Tepidibacillus fermentans,Gram positive,17.0
2762235,Bacillota,Bacillaceae,Psychrobacillus faecigallinarum,Gram positive,14.0
860353,Bacillota,Bacillaceae,Geobacillus proteiniphilus,Gram positive,13.0
1441723,Bacillota,Planococcaceae,Chryseomicrobium aureum,Gram positive,14.0
267633,Bacillota,Lactobacillaceae,Levilactobacillus hammesii,Gram positive,13.0
1548597,Bacillota,Bacillaceae,Anaerobacillus alkaliphilus,Gram positive,14.0
33935,Bacillota,Bacillaceae,Lysinibacillus macroides,Gram positive,14.0
135517,Bacillota,Bacillaceae,Geobacillus vulcani,Gram positive,13.0
2820273,Bacillota,Bacillaceae,Gracilibacillus suaedae,Gram positive,14.0
1071052,Bacillota,Planococcaceae,Metasolibacillus meyeri,Gram positive,14.0
114628,Bacillota,Natronincolaceae,Alkaliphilus transvaalensis,Gram positive,14.0
411567,Bacillota,Peptoniphilaceae,Peptoniphilus gorbachii,Gram positive,14.0
135826,Bacillota,Planococcaceae,Jeotgalibacillus alimentarius,Gram positive,14.0
367743,Bacillota,Planococcaceae,Ureibacillus thermophilus,Gram positive,14.0
376805,Bacteroidota,Bacteroidaceae,Phocaeicola salanitronis,Gram negative,28.0
2742203,Bacillota,Staphylococcaceae,Staphylococcus borealis,Gram positive,14.0
2681549,Pseudomonadota,Sphingomonadaceae,Sphingomonas profundi,Gram negative,33.0
2912228,Bacillota,Staphylococcaceae,Staphylococcus shinii,Gram positive,14.0
69969,Bacillota,Staphylococcaceae,Macrococcus carouselicus,Gram positive,14.0
169679,Bacillota,Clostridiaceae,Clostridium saccharobutylicum,Gram positive,14.0
372463,Bacillota,Bacillaceae,Oceanobacillus profundus,Gram positive,14.0
885475,Bacillota,Bacillaceae,Salipaludibacillus neizhouensis,Gram positive,14.0
44256,Bacillota,Thermoanaerobacteraceae,Caldanaerobius polysaccharolyticus,Gram positive,14.0
1229268,Bacillota,Bacillaceae,Salinibacillus xinjiangensis,Gram positive,14.0
1944633,Bacillota,Bacillaceae,Ornithinibacillus massiliensis,Gram positive,14.0
226506,Bacteroidota,Cyclobacteriaceae,Algoriphagus ornithinivorans,Gram negative,28.0
1936063,Bacillota,Bacillaceae,Oceanobacillus senegalensis,Gram positive,13.0
1071054,Bacillota,Bacillaceae,Domibacillus robiginosus,Gram positive,14.0
1499687,Bacillota,Planococcaceae,Planococcus massiliensis,Gram positive,14.0
2419843,Bacillota,Peptococcaceae,Desulfofundulus salinum,Gram positive,17.0
2762756,Bacteroidota,Hymenobacteraceae,Rufibacter sediminis,Gram negative,28.0
1461,Bacillota,Bacillaceae,Psychrobacillus insolitus,Gram positive,14.0
930146,Bacillota,Bacillaceae,Mesobacillus persicus,Gram positive,15.0
206041,Bacteroidota,Flavobacteriaceae,Flavobacterium gelidilacus,Gram negative,28.0
1707096,Bacillota,Sporolactobacillaceae,Pullulanibacillus camelliae,Gram positive,14.0
46224,Bacillota,Bacillaceae,Heyndrickxia sporothermodurans,Gram positive,14.0
82347,Bacillota,Aerococcaceae,Facklamia languida,Gram positive,13.0
426757,Bacillota,Planococcaceae,Bhargavaea ginsengi,Gram positive,14.0
748857,Verrucomicrobiota,Verrucomicrobiaceae,Roseimicrobium gellanilyticum,Gram negative,13.0
1742358,Bacillota,Bacillaceae,Cytobacillus praedii,Gram positive,15.0
1128970,Bacteroidota,Flavobacteriaceae,Flavobacterium noncentrifugens,Gram negative,28.0
178898,Bacillota,Clostridiales Family XVI. Incertae Sedis,Spe_in_Carboxydocella,Gram positive,15.0
543890,Bacillota,Bacillaceae,Gracilibacillus saliphilus,Gram positive,14.0
305507,Bacteroidota,Cyclobacteriaceae,Algoriphagus locisalis,Gram negative,28.0
1430331,Bacillota,Bacillaceae,Geobacillus icigianus,Gram positive,14.0
2793196,Bacteroidota,Cyclobacteriaceae,Penaeicola halotolerans,Gram negative,28.0
1288,Bacillota,Staphylococcaceae,Staphylococcus xylosus,Gram positive,14.0
407036,Bacillota,Bacillaceae,Sediminibacillus albus,Gram positive,14.0
766895,Bacillota,Bacillaceae,Shouchella xiaoxiensis,Gram positive,14.0
2018667,Bacillota,Thermotaleaceae,Marinisporobacter balticus,Gram positive,14.0
746691,Bacillota,Bacillaceae,Oceanobacillus kimchii,Gram positive,14.0
490189,Bacteroidota,Flavobacteriaceae,Flavobacterium caeni,Gram negative,28.0
2574798,Bacillota,Bacillaceae,Pseudalkalibacillus caeni,Gram positive,14.0
392409,Pseudomonadota,Sphingomonadaceae,Sphingomonas jaspsi,Gram negative,33.0
182710,Bacillota,Bacillaceae,Oceanobacillus iheyensis,Gram positive,14.0
66863,Bacillota,Paenibacillaceae,Ammoniphilus oxalaticus,Gram positive,13.0
480071,Bacillota,Bacillaceae,Virgibacillus siamensis,Gram positive,14.0
595692,Verrucomicrobiota,Verrucomicrobiaceae,Haloferula luteola,Gram negative,14.0
2781773,Bacillota,Staphylococcaceae,Staphylococcus durrellii,Gram positive,14.0
1816696,Bacillota,Bacillaceae,Gracilibacillus timonensis,Gram positive,14.0
174587,Bacillota,Carnobacteriaceae,Carnobacterium viridans,Gram positive,14.0
182710,Bacillota,Bacillaceae,Oceanobacillus iheyensis,Gram positive,14.0
999,Bacteroidota,Bernardetiaceae,Bernardetia litoralis,Gram negative,28.0
682526,Bacteroidota,Marinilabiliaceae,Natronoflexus pectinivorans,Gram negative,28.0
759851,Bacillota,Planococcaceae,Sporosarcina newyorkensis,Gram positive,14.0
1796622,Bacillota,Lachnospiraceae,Extibacter muris,Gram positive,14.0
114975,Bacillota,Planococcaceae,Sporosarcina aquimarina,Gram positive,14.0
2056311,Bacteroidota,Cyclobacteriaceae,Algoriphagus lacus,Gram negative,28.0
2052660,Bacillota,Bacillaceae,Oceanobacillus zhaokaii,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,13.0
1442587,Bacteroidota,Cyclobacteriaceae,Algoriphagus boseongensis,Gram negative,28.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
375288,Bacteroidota,Tannerellaceae,Spe_in_Parabacteroides,Gram negative,27.0
95149,Campylobacterota,Helicobacteraceae,Helicobacter pametensis,Gram negative,33.0
1537,Bacillota,Peptostreptococcaceae,Romboutsia lituseburensis,Gram positive,14.0
2448030,Bacillota,Bacillaceae,Oceanobacillus piezotolerans,Gram positive,14.0
1907658,Bacteroidota,Bacteroidaceae,Bacteroides ilei,Gram negative,28.0
442899,Bacillota,Bacillaceae,Halolactibacillus alkaliphilus,Gram positive,14.0
51664,Bacillota,Lactobacillaceae,Lapidilactobacillus dextrinicus,Gram positive,13.0
2303992,Bacillota,Bacillaceae,Peribacillus saganii,Gram positive,14.0
2042304,Bacillota,Bacillaceae,Gracilibacillus phocaeensis,Gram positive,14.0
76935,Bacillota,Bacillaceae,Salipaludibacillus agaradhaerens,Gram positive,14.0
200904,Bacillota,Bacillaceae,Paraliobacillus ryukyuensis,Gram positive,14.0
2593007,Bacteroidota,Cyclobacteriaceae,Algoriphagus algorifonticola,Gram negative,28.0
334735,Bacillota,Planococcaceae,Sporosarcina koreensis,Gram positive,14.0
1564516,Bacteroidota,Haliscomenobacteraceae,Phaeodactylibacter luteus,Gram negative,27.0
2912243,Bacillota,Lactobacillaceae,Levilactobacillus tujiorum,Gram positive,13.0
1522308,Bacillota,Bacillaceae,Bacillus niameyensis,Gram positive,14.0
2293253,Bacillota,Bacillaceae,Ornithinibacillus gellani,Gram positive,14.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
2867266,Bacillota,Bacillaceae,Oceanobacillus jordanicus,Gram positive,14.0
156456,Bacillota,Veillonellaceae,Anaeroglobus geminatus,Gram positive,14.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
616990,Bacillota,Lactobacillaceae,Levilactobacillus paucivorans,Gram positive,13.0
84407,Bacillota,Bacillaceae,Virgibacillus proomii,Gram positive,14.0
872970,Bacillota,Bacillaceae,Amphibacillus marinus,Gram positive,14.0
2785058,Bacillota,Eubacteriales Family XII. Incertae Sedis,Fusibacter ferrireducens,Gram positive,14.0
908941,Bacillota,Bacillaceae,Salimicrobium salexigens,Gram positive,14.0
449659,Bacillota,Lactobacillaceae,Ligilactobacillus pobuzihii,Gram positive,13.0
1848460,Bacillota,Planococcaceae,Planococcus salinus,Gram positive,14.0
745365,Bacillota,Carnobacteriaceae,Pisciglobus halotolerans,Gram positive,14.0
265426,Bacillota,Bacillaceae,Pontibacillus chungwhensis,Gram positive,14.0
2249427,Bacteroidota,Cyclobacteriaceae,Cognataquiflexum aquatile,Gram negative,28.0
2653354,Bacillota,Bacillaceae,Bacillus aerolatus,Gram positive,14.0
79883,Bacillota,Bacillaceae,Sutcliffiella horikoshii,Gram positive,15.0
1230341,Bacillota,Bacillaceae,Salimicrobium jeotgali,Gram positive,14.0
416001,Cyanobacteriota,Nodosilineaceae,Nodosilinea nodulosa,Gram negative,14.0
2739389,Bacteroidota,Bacteroidaceae,Phocaeicola faecicola,Gram negative,28.0
640948,Bacillota,Bacillaceae,Lentibacillus persicus,Gram positive,14.0
1017273,Bacillota,Bacillaceae,Domibacillus enclensis,Gram positive,14.0
2029857,Bacillota,Bacillaceae,Salimicrobium humidisoli,Gram positive,14.0
86666,Bacillota,Bacillaceae,Salimicrobium halophilum,Gram positive,14.0
1239396,Bacillota,Planococcaceae,Metasolibacillus fluoroglycofenilyticus,Gram positive,14.0
561440,Bacillota,Planococcaceae,Ureibacillus sinduriensis,Gram positive,14.0
467598,Cyanobacteriota,Aerosakkonemataceae,Microseira wollei,Gram negative,14.0
2979466,Bacillota,Bacillaceae,Shouchella tritolerans,Gram positive,13.0
1004261,Bacillota,Bacillaceae,Oceanobacillus indicireducens,Gram positive,14.0
1499680,Bacillota,Bacillaceae,Bacillus rubiinfantis,Gram positive,14.0
2086577,Bacillota,Bacillaceae,Lysinibacillus timonensis,Gram positive,13.0
2782538,Bacillota,Planococcaceae,Sporosarcina beigongshangi,Gram positive,14.0
2663380,Bacillota,Bacillaceae,Oceanobacillus halotolerans,Gram positive,14.0
1193713,Bacillota,Bacillaceae,Neobacillus mesonae,Gram positive,14.0
246875,Bacteroidota,Cyclobacteriaceae,Spe_in_Algoriphagus,Gram negative,28.0
351095,Bacillota,Bacillaceae,Paucisalibacillus globulus,Gram positive,14.0
1347368,Bacillota,Bacillaceae,Bacillus ndiopicus,Gram positive,13.0
1580,Bacillota,Lactobacillaceae,Levilactobacillus brevis,Gram positive,13.0
1435342,Bacillota,Lactobacillaceae,Secundilactobacillus mixtipabuli,Gram positive,13.0
86166,Nitrospirota,Thermodesulfovibrionaceae,Thermodesulfovibrio aggregans,Gram negative,32.0
3034837,Bacillota,Bacillaceae,Neobacillus terrae,Gram positive,14.0
2283627,Bacteroidota,Marinifilaceae,Ancylomarina euxinus,Gram negative,28.0
2697503,Bacillota,Bacillaceae,Virgibacillus doumboii,Gram positive,14.0
454146,Verrucomicrobiota,Verrucomicrobiaceae,Roseibacillus ishigakijimensis,Gram negative,14.0
1215089,Bacillota,Planococcaceae,Planococcus halocryophilus,Gram positive,14.0
1571209,Bacillota,Bacillaceae,Fredinandcohnia onubensis,Gram positive,14.0
50717,Bacillota,Bacillaceae,Salimicrobium album,Gram positive,14.0
1476025,Bacillota,Bacillaceae,Heyndrickxia vini,Gram positive,14.0
908941,Bacillota,Bacillaceae,Salimicrobium salexigens,Gram positive,14.0
375288,Bacteroidota,Tannerellaceae,Spe_in_Parabacteroides,Gram negative,27.0
46256,Bacillota,Lactobacillaceae,Weissella hellenica,Gram positive,12.0
1494962,Bacillota,Listeriaceae,Listeria floridensis,Gram positive,14.0
2675466,Bacillota,Bacillaceae,Alkalihalobacterium elongatum,Gram positive,14.0
1371,Bacillota,Bacillaceae,Marinococcus halophilus,Gram positive,13.0
1925020,Bacillota,Bacillaceae,Bacillus swezeyi,Gram positive,13.0
375288,Bacteroidota,Tannerellaceae,Spe_in_Parabacteroides,Gram negative,27.0
254410,Bacillota,Bacillaceae,Alteribacter aurantiacus,Gram positive,14.0
2762235,Bacillota,Bacillaceae,Psychrobacillus faecigallinarum,Gram positive,14.0
258475,Bacillota,Desulfotomaculaceae,Pelotomaculum propionicicum,Gram positive,14.0
545502,Bacillota,Bacillaceae,Ornithinibacillus bavariensis,Gram positive,14.0
311460,Bacillota,Bacillaceae,Anoxybacillus rupiensis,Gram positive,15.0
485577,Bacillota,Bacillaceae,Aquisalibacillus elongatus,Gram positive,14.0
1925020,Bacillota,Bacillaceae,Bacillus swezeyi,Gram positive,14.0
2981720,Bacillota,Fam_of_Bovifimicola,Bovifimicola ammoniilytica,Gram positive,14.0
2762245,Bacillota,Planococcaceae,Sporosarcina gallistercoris,Gram positive,14.0
1479,Bacillota,Bacillaceae,Bacillus smithii,Gram positive,14.0
1848460,Bacillota,Planococcaceae,Planococcus salinus,Gram positive,14.0
200991,Bacillota,Planococcaceae,Planococcus rifietoensis,Gram positive,14.0
2859768,Bacteroidota,Cyclobacteriaceae,Echinicola marina,Gram negative,28.0
1501239,Bacillota,Bacillaceae,Peribacillus huizhouensis,Gram positive,14.0
1714016,Bacillota,Bacillaceae,Domibacillus iocasae,Gram positive,14.0
1278232,Bacillota,Tepidimicrobiaceae,Keratinibaculum paraultunense,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,14.0
2713503,Bacillota,Listeriaceae,Listeria rustica,Gram positive,14.0
1742358,Bacillota,Bacillaceae,Cytobacillus praedii,Gram positive,14.0
1374,Bacillota,Planococcaceae,Planococcus kocurii,Gram positive,14.0
2598460,Bacteroidota,Cyclobacteriaceae,Litoribacter populi,Gram negative,28.0
512763,Bacteroidota,Hymenobacteraceae,Rufibacter tibetensis,Gram negative,28.0
2762217,Bacillota,Bacillaceae,Bacillus norwichensis,Gram positive,17.0
1637,Bacillota,Listeriaceae,Spe_in_Listeria,Gram positive,14.0
228574,Bacillota,Paenibacillaceae,Paenibacillus lactis,Gram positive,17.0
287844,Bacillota,Lactobacillaceae,Lapidilactobacillus concavus,Gram positive,13.0
404937,Bacillota,Bacillaceae,Anoxybacillus thermarum,Gram positive,14.0
2029857,Bacillota,Bacillaceae,Salimicrobium humidisoli,Gram positive,14.0
2605790,Bacillota,Lachnospiraceae,Roseburia porci,Gram positive,20.0
1926286,Bacillota,Bacillaceae,Halobacillus massiliensis,Gram positive,14.0
40575,Bacillota,Clostridiaceae,Clostridium grantii,Gram positive,14.0
720633,Bacillota,Bacillaceae,Lysinibacillus composti,Gram positive,14.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
645110,Bacteroidota,Cyclobacteriaceae,Cecembia lonarensis,Gram negative,28.0
2283160,Bacillota,Bacillaceae,Psychrobacillus glaciei,Gram positive,14.0
81408,Bacillota,Bacillaceae,Parageobacillus caldoxylosilyticus,Gram positive,14.0
220684,Bacillota,Bacillaceae,Neobacillus drentensis,Gram positive,14.0
50717,Bacillota,Bacillaceae,Salimicrobium album,Gram positive,14.0
2699,Bacillota,Heliobacteriaceae,Heliomicrobium gestii,Gram positive,15.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
2729421,Bacillota,Bacillaceae,Sediminibacillus dalangtanensis,Gram positive,14.0
447593,Bacillota,Thermoanaerobacteraceae,Thermoanaerobacter uzonensis,Gram positive,14.0
2488810,Bacillota,Oscillospiraceae,Ruminiclostridium herbifermentans,Gram positive,14.0
1230341,Bacillota,Bacillaceae,Salimicrobium jeotgali,Gram positive,14.0
2769542,Bacillota,Bacillaceae,Rossellomorea arthrocnemi,Gram positive,17.0
182709,Bacillota,Bacillaceae,Spe_in_Oceanobacillus,Gram positive,14.0
708126,Bacillota,Carnobacteriaceae,Jeotgalibaca dankookensis,Gram positive,14.0
1215031,Bacillota,Bacillaceae,Neobacillus thermocopriae,Gram positive,14.0
2653354,Bacillota,Bacillaceae,Bacillus aerolatus,Gram positive,14.0
265470,Bacillota,Desulfurisporaceae,Desulfurispora thermophila,Gram positive,14.0
1373,Bacillota,Planococcaceae,Planococcus citreus,Gram positive,14.0
1636719,Bacillota,Bacillaceae,Psychrobacillus lasiicapitis,Gram positive,15.0
1926278,Bacillota,Bacillaceae,Bacillus dakarensis,Gram positive,13.0
1741,Thermodesulfobacteriota,Thermodesulfobacteriaceae,Thermodesulfobacterium commune,Gram negative,29.0
1038856,Bacillota,Planococcaceae,Planococcus plakortidis,Gram positive,14.0
1221996,Bacillota,Bacillaceae,Bacillus thermotolerans,Gram positive,14.0
126156,Bacillota,Bacillaceae,Psychrobacillus psychrotolerans,Gram positive,14.0
182710,Bacillota,Bacillaceae,Oceanobacillus iheyensis,Gram positive,14.0
381741,Bacillota,Lactobacillaceae,Lacticaseibacillus thailandensis,Gram positive,13.0
221799,Bacillota,Planococcaceae,Planococcus maitriensis,Gram positive,14.0
1372,Bacillota,Planococcaceae,Spe_in_Planococcus,Gram positive,14.0
2202829,Bacteroidota,Cyclobacteriaceae,Algoriphagus litoralis,Gram negative,28.0
503928,Bacteroidota,Flavobacteriaceae,Psychroflexus lacisalsi,Gram negative,28.0
405946,Bacillota,Bacillaceae,Oceanobacillus caeni,Gram positive,14.0
574930,Bacteroidota,Tannerellaceae,Parabacteroides gordonii,Gram negative,27.0
301092,Bacillota,Bacillaceae,Marinococcus halotolerans,Gram positive,14.0
1403243,Bacillota,Bacillaceae,Bacillus canaveralius,Gram positive,14.0
1510468,Bacillota,Bacillaceae,Bacillus haikouensis,Gram positive,17.0
1208599,Bacillota,Bacillaceae,Bacillus cihuensis,Gram positive,14.0
2304605,Bacillota,Bacillaceae,Lysinibacillus yapensis,Gram positive,14.0
2722706,Bacillota,Lactobacillaceae,Secundilactobacillus angelensis,Gram positive,13.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
2364791,Bacillota,Enterococcaceae,Enterococcus mediterraneensis,Gram positive,14.0
1494961,Bacillota,Listeriaceae,Listeria cornellensis,Gram positive,14.0
1465757,Bacillota,Peptoniphilaceae,Peptoniphilus senegalensis,Gram positive,14.0
1602942,Bacillota,Bacillaceae,Cytobacillus depressus,Gram positive,14.0
244830,Bacillota,Sporomusaceae,Anaerospora hongkongensis,Gram positive,14.0
2699460,Bacillota,Bacillaceae,Neobacillus sedimentimangrovi,Gram positive,14.0
1917889,Bacillota,Bacillaceae,Virgibacillus dakarensis,Gram positive,14.0
1658111,Bacillota,Thermotaleaceae,Inediibacterium massiliense,Gram positive,14.0
815,Bacteroidota,Bacteroidaceae,Spe_in_Bacteroidaceae,Gram negative,28.0
159836,Bacillota,Veillonellaceae,Megasphaera hominis,Gram positive,14.0
