taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>1163710,Enterobacteriaceae,Cronobacter condimenti,46,Cronobacter condimenti,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>357240,Enterobacteriaceae,Franconibacter helveticus,46,Franconibacter helveticus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>451513,Enterobacteriaceae,Mangrovibacter plantisponsor,46,Mangrovibacter plantisponsor,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>413497,Enterobacteriaceae,Cronobacter dublinensis,46,Cronobacter dublinensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2925397,Enterobacteriaceae,Dryocola boscaweniae,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1505757,Enterobacteriaceae,Siccibacter colletis,46,Siccibacter colletis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>28141,Enterobacteriaceae,Cronobacter sakazakii,46,Cronobacter sakazakii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>413502,Enterobacteriaceae,Cronobacter turicensis,46,Cronobacter turicensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>28141,Enterobacteriaceae,Cronobacter sakazakii,46,Cronobacter sakazakii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>357240,Enterobacteriaceae,Franconibacter helveticus,46,Franconibacter helveticus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>357233,Enterobacteriaceae,Siccibacter turicensis,46,Siccibacter turicensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>570012,Enterobacteriaceae,Shimwellia pseudoproteus,46,Shimwellia pseudoproteus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,46,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82990,Enterobacteriaceae,Buttiauxella gaviniae,46,Buttiauxella gaviniae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82991,Enterobacteriaceae,Buttiauxella izardii,46,Buttiauxella izardii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,46,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,46,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>535744,Enterobacteriaceae,Cronobacter universalis,46,Cronobacter universalis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82977,Enterobacteriaceae,Buttiauxella agrestis,46,Buttiauxella agrestis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>563,Enterobacteriaceae,Shimwellia blattae,46,Shimwellia blattae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1354256,Enterobacteriaceae,Buttiauxella warmboldiae,46,Buttiauxella warmboldiae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>82992,Enterobacteriaceae,Buttiauxella noackiae,46,Buttiauxella noackiae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>158822,Enterobacteriaceae,Cedecea neteri,46,Cedecea neteri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2925396,Enterobacteriaceae,Dryocola clanedunensis,46,Lawsonella clevelandensis,Actinomycetota,Lawsonellaceae,Pathogenic,Gram-positive
>2552946,Enterobacteriaceae,Cedecea colo,46,Cedecea neteri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>158823,Enterobacteriaceae,Cedecea lapagei,46,Cedecea lapagei,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>158484,Enterobacteriaceae,Cedecea davisae,46,Cedecea davisae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>618,Yersiniaceae,Serratia odorifera,46,Serratia odorifera,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>82995,Yersiniaceae,Serratia grimesii,46,Serratia grimesii,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>61652,Yersiniaceae,Serratia rubidaea,46,Serratia rubidaea,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2815733,Enterobacteriaceae,Tenebrionicola larvae,46,Tenebrionicola larvae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1560201,Erwiniaceae,Erwinia iniecta,46,Erwinia iniecta,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2597702,Yersiniaceae,Serratia rhizosphaerae,46,Serratia rhizosphaerae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2267246,Enterobacteriaceae,Edaphovirga cremea,46,Edaphovirga cremea,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>61651,Yersiniaceae,Serratia ficaria,46,Serratia ficaria,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>929813,Yersiniaceae,Gibbsiella quercinecans,46,Gibbsiella quercinecans,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1465635,Erwiniaceae,Pantoea coffeiphila,46,Pantoea coffeiphila,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>1324864,Erwiniaceae,Pantoea beijingensis,46,Nocardia beijingensis,Actinomycetota,Nocardiaceae,Pathogenic,Gram-positive
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>1639108,Yersiniaceae,Chania multitudinisentens,46,Chania multitudinisentens,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
>2338073,Yersiniaceae,Serratia inhibens,46,Serratia inhibens,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>42906,Yersiniaceae,Serratia entomophila,46,Serratia entomophila,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>685706,Yersiniaceae,Yersinia nurmii,46,Yersinia nurmii,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2579935,Enterobacteriaceae,Jejubacter calystegiae,46,Jejubacter calystegiae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>634500,Erwiniaceae,Erwinia billingiae,46,Erwinia billingiae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>351672,Morganellaceae,Xenorhabdus griffiniae,46,Xenorhabdus griffiniae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>55214,Pectobacteriaceae,Brenneria salicis,46,Brenneria salicis,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>796334,Erwiniaceae,Erwinia oleae,46,Erwinia oleae,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>68334,Erwiniaceae,Erwinia aphidicola,46,Erwinia aphidicola,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2816250,Yersiniaceae,Rahnella ecdela,46,Rahnella ecdela,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>263819,Yersiniaceae,Yersinia aleksiciae,46,Yersinia aleksiciae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>1509241,Pectobacteriaceae,Brenneria roseae,46,Brenneria roseae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>349967,Yersiniaceae,Yersinia mollaretii,46,Yersinia mollaretii,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>1175631,Pectobacteriaceae,Pectobacterium wasabiae,46,Pectobacterium wasabiae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>92490,Erwiniaceae,Erwinia toletana,46,Erwinia toletana,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>55211,Erwiniaceae,Erwinia persicina,46,Erwinia persicina,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>371042,Erwiniaceae,Erwinia typographi,46,Erwinia typographi,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>29486,Yersiniaceae,Yersinia ruckeri,46,Yersinia ruckeri,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2978220,Erwiniaceae,Winslowiella arboricola,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>628,Morganellaceae,Xenorhabdus nematophila,46,Xenorhabdus nematophila,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>2878098,Pectobacteriaceae,Pectobacterium colocasium,46,Photobacterium damselae,Pseudomonadota,Vibrionaceae,Pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2914984,Pectobacteriaceae,Brenneria tiliae,46,Brenneria tiliae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2034769,Pectobacteriaceae,Pectobacterium zantedeschiae,46,Pectobacterium zantedeschiae,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>286156,Morganellaceae,Photorhabdus australis,46,Photorhabdus australis,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>69221,Pectobacteriaceae,Pectobacterium cacticida,46,Pectobacterium cacticida,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>338565,Erwiniaceae,Erwinia tasmaniensis,46,Erwinia tasmaniensis,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>556,Pectobacteriaceae,Dickeya chrysanthemi,46,Dickeya chrysanthemi,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2042057,Pectobacteriaceae,Pectobacterium polaris,46,Pectobacterium polare,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>574964,Yersiniaceae,Rahnella variigena,46,Rahnella variigena,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>1905730,Pectobacteriaceae,Pectobacterium parmentieri,46,Pectobacterium parmentieri,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2485124,Pectobacteriaceae,Pectobacterium polonicum,46,Pectobacterium polonicum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>34038,Yersiniaceae,Rahnella aquatilis,46,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2871826,Enterobacteriaceae,Symbiopectobacterium purcellii,46,Symbiopectobacterium purcellii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,46,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>55207,Pectobacteriaceae,Pectobacterium betavasculorum,46,Pectobacterium betavasculorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2204145,Pectobacteriaceae,Pectobacterium aquaticum,46,Pectobacterium aquaticum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>204038,Pectobacteriaceae,Dickeya dadantii,46,Dickeya dadantii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>180957,Pectobacteriaceae,Pectobacterium brasiliense,46,Pectobacterium brasiliense,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>471575,Morganellaceae,Photorhabdus cinerea,46,Photorhabdus cinerea,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>1510574,Yersiniaceae,Rahnella woolbedingensis,46,Rahnella woolbedingensis,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1510573,Yersiniaceae,Rahnella bruchi,46,Rahnella bruchi,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>40578,Morganellaceae,Xenorhabdus beddingii,46,Xenorhabdus beddingii,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>71656,Pectobacteriaceae,Brenneria alni,46,Brenneria alni,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>160434,Pectobacteriaceae,Samsonia erythrinae,46,Samsonia erythrinae,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
>2066479,Pectobacteriaceae,Pectobacterium peruviense,46,Pectobacterium peruviense,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1577887,Pectobacteriaceae,Dickeya undicola,46,Dickeya undicola,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1487935,Hafniaceae,Enterobacillus tribolii,46,Enterobacillus tribolii,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1477018,Hafniaceae,Hafnia psychrotolerans,46,Hafnia psychrotolerans,Pseudomonadota,Hafniaceae,Potentially pathogenic,Gram-negative
>71656,Pectobacteriaceae,Brenneria alni,46,Brenneria alni,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>34038,Yersiniaceae,Rahnella aquatilis,46,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2816248,Yersiniaceae,Rahnella bonaserana,46,Rahnella bonaserana,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2060068,Yersiniaceae,Chimaeribacter coloradensis,46,Chimaeribacter coloradensis,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
>2816244,Yersiniaceae,Rahnella perminowiae,46,Rahnella perminowiae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>34038,Yersiniaceae,Rahnella aquatilis,46,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>29471,Pectobacteriaceae,Pectobacterium atrosepticum,46,Pectobacterium atrosepticum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1288385,Yersiniaceae,Yersinia pekkanenii,46,Yersinia pekkanenii,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>665097,Erwiniaceae,Erwinia piriflorinigrans,46,Erwinia piriflorinigrans,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>1089444,Pectobacteriaceae,Dickeya solani,46,Dickeya solani,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>880156,Morganellaceae,Photorhabdus heterorhabditis,46,Photorhabdus heterorhabditis,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>1873482,Morganellaceae,Xenorhabdus eapokensis,46,Xenorhabdus eapokensis,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>1873484,Morganellaceae,Xenorhabdus thuongxuanensis,46,Xenorhabdus thuongxuanensis,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>291112,Morganellaceae,Photorhabdus asymbiotica,46,Photorhabdus asymbiotica,Pseudomonadota,Morganellaceae,Pathogenic,Gram-negative
>29483,Yersiniaceae,Yersinia aldovae,46,Yersinia aldovae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>28152,Yersiniaceae,Yersinia kristensenii,46,Yersinia kristensenii,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>554,Pectobacteriaceae,Pectobacterium carotovorum,46,Pectobacterium carotovorum,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2890319,Yersiniaceae,Yersinia thracica,46,Yersinia thracica,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>40576,Morganellaceae,Xenorhabdus bovienii,46,Xenorhabdus bovienii,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>2060067,Yersiniaceae,Chimaeribacter californicus,46,Chimaeribacter californicus,Pseudomonadota,Yersiniaceae,Non-pathogenic,Gram-negative
>1034471,Morganellaceae,Xenorhabdus ishibashii,46,Xenorhabdus ishibashii,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>34038,Yersiniaceae,Rahnella aquatilis,46,Rahnella aquatilis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>351676,Morganellaceae,Xenorhabdus kozodoii,46,Xenorhabdus kozodoii,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>41202,Yersiniaceae,Ewingella americana,46,Ewingella americana,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>351671,Morganellaceae,Xenorhabdus doucetiae,46,Xenorhabdus doucetiae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>2364647,Erwiniaceae,Kalamiella piersonii,46,Pantoea piersonii,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>1109412,Pectobacteriaceae,Brenneria goodwinii,46,Brenneria goodwinii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2812664,Enterobacteriaceae,Candidatus Symbiopectobacterium endolongispinus,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>58169,Yersiniaceae,Rahnella inusitata,46,Rahnella inusitata,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2558042,Pectobacteriaceae,Pectobacterium fontis,46,Pectobacterium fontis,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>29488,Morganellaceae,Photorhabdus luminescens,46,Photorhabdus luminescens,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>351659,Morganellaceae,Xenorhabdus koppenhoeferi,46,Xenorhabdus koppenhoeferi,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>2339259,Yersiniaceae,Yersinia hibernica,46,Yersinia hibernica,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>880157,Morganellaceae,Xenorhabdus khoisanae,46,Xenorhabdus khoisanae,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>29484,Yersiniaceae,Yersinia frederiksenii,46,Yersinia frederiksenii,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>29485,Yersiniaceae,Yersinia rohdei,46,Yersinia rohdei,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2722756,Pectobacteriaceae,Brenneria izadpanahii,46,Brenneria izadpanahii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>2890315,Yersiniaceae,Yersinia artesiana,46,Yersinia artesiana,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>2607663,Yersiniaceae,Yersinia canariae,46,Yersinia canariae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>1393735,Morganellaceae,Photorhabdus temperata,46,Photorhabdus temperata,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2034155,Yersiniaceae,Serratia oryzae,46,Serratia oryzae,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>556,Pectobacteriaceae,Dickeya chrysanthemi,46,Dickeya chrysanthemi,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>632,Yersiniaceae,Yersinia pestis,46,Yersinia pestis,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>230089,Morganellaceae,Photorhabdus thracensis,46,Photorhabdus thracensis,Pseudomonadota,Morganellaceae,Potentially pathogenic,Gram-negative
>138074,Yersiniaceae,Serratia symbiotica,46,Serratia symbiotica,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>351674,Morganellaceae,Xenorhabdus miraniensis,46,Xenorhabdus miraniensis,Pseudomonadota,Morganellaceae,Non-pathogenic,Gram-negative
